date,bito,xbtf,btc
2022-03-28,0.07838217328625019,0.07944266969946723,0.006567887342261214
2022-03-29,-0.004978393792844149,-0.0056709341417524595,0.007166154621647491
2022-03-30,-0.016010673782521745,-0.015109660987032925,-0.008491735026879055
2022-03-31,-0.03186444067796601,-0.03197925738935292,-0.03238210824529453
2022-04-01,0.019257773783535548,0.01808040218929463,0.01631511538835717
2022-04-04,-0.011336310156774054,-0.010787129778839444,0.003640395949839448
2022-04-05,0.0020847462791957483,0.002260760672015527,-0.02287907279304424
2022-04-06,-0.052011095700416066,-0.05170280734845634,-0.05156849393829732
2022-04-07,-0.00987564008778341,-0.009374562753602933,0.006876459247345146
2022-04-08,-0.014407092722571124,-0.013182721280602605,-0.027955770777260636
2022-04-11,-0.06634182908545727,-0.06560114816799367,-0.06363225953220142
2022-04-12,-0.016860698514652772,-0.017615471923179693,0.015315083892764259
2022-04-13,0.04818293180890176,0.04573809771309767,0.02590630046499043
2022-04-14,-0.030775262952863258,-0.030815157514157088,-0.029908006537637255
2022-04-18,0.020498393106848534,0.020769256410256398,0.027929174614901964
2022-04-19,0.02126825605625271,0.020823887947151842,0.016571096747153513
2022-04-20,-0.007327419976860816,-0.0061025369718743505,-0.003093074410731811
2022-04-21,0.0,-0.0005199178163431961,-0.020471984048977876
2022-04-22,-0.043123581973581904,-0.04258107611050477,-0.019420038815330054
2022-04-25,0.019082461188894007,0.019119763547650548,0.025057850055150377
2022-04-26,-0.04940235059760956,-0.049758797912130004,-0.057858267865087076
2022-04-27,0.015507082334154099,0.022976248998129778,0.029478882599963674
2022-04-28,0.029302558811390877,0.02167662518473179,0.013575224564148503
2022-04-29,-0.0441058923774702,-0.04396720460038861,-0.029265573893008323
2022-05-02,0.006711409395973256,0.006684491621150146,0.001565786170879102
2022-05-03,-0.02375000000000005,-0.022470144888704136,-0.020215120218891713
2022-05-04,0.061459709773794335,0.059069664735635685,0.051599856630859975
2022-05-05,-0.09087253353950397,-0.09102573012915671,-0.07867402069481999
2022-05-06,-0.009730295898704333,-0.009878577476714612,-0.014606061408683924
2022-05-09,-0.1411343966562928,-0.1402509042046235,-0.11046369999353145
2022-05-10,0.010920488819552654,0.012632625994694946,0.02396125848050934
2022-05-11,-0.0648148629210461,-0.06781051700992102,-0.06725839172466319
2022-05-12,-0.02585264026402645,-0.021425993025149026,0.003849706785615803
2022-05-13,0.05477137519883546,0.05276378130783255,0.008102229851755904
2022-05-16,-0.01927194860813697,-0.01841114899420382,-0.046069001541524934
2022-05-17,0.019104803493449785,0.017019797949989535,0.01885078523084638
2022-05-18,-0.028923460096411335,-0.026161235445313014,-0.0560571199142853
2022-05-19,0.02702713883216412,0.024409027144560502,0.05550304428313102
2022-05-20,-0.02309344666522839,-0.023964362340443746,-0.03673489084694248
2022-05-23,-0.008246288716531658,-0.007015117502630619,-0.04039123144260959
2022-05-24,0.009977715633164408,0.009537301643846696,0.019130468427018155
2022-05-25,0.007135071741771304,0.008397480755773401,-0.003143576734410236
2022-05-26,-0.006539509536784838,-0.004163740458015264,-0.009983529925955525
2022-05-27,-0.018650630828305093,-0.020209058529301216,-0.02185551922143325
2022-05-31,0.09726104512359113,0.09779516010685785,0.002077763045256642
2022-06-01,-0.04992353794821913,-0.05215422571576844,-0.06269536358652883
2022-06-02,0.008579034852546963,0.010594668489405379,0.02243049789625795
2022-06-03,-0.02498665736239547,-0.027392627663172076,-0.025046293575695988
2022-06-06,0.06652121046892057,0.06721143949930442,0.048952630041566136
2022-06-07,-0.013803579437810853,-0.013781676154768996,-0.00685969876123349
2022-06-08,-0.03162265258565822,-0.03237525602907165,-0.030207305161969678
2022-06-09,-0.004817987152034298,-0.004096995421748129,-0.0033877082734733444
2022-06-10,-0.03442705755782671,-0.03496743229345223,-0.03414563714420926
2022-06-13,-0.2022284567003645,-0.19857907637655414,-0.15974726028719954
2022-06-14,-0.04120111731843579,-0.045655941740068484,-0.01247791404741383
2022-06-15,-0.024034959941733436,-0.023687922726989163,0.01648355417691283
2022-06-16,-0.035820895522388096,-0.03758325404376783,-0.09707194434299016
2022-06-17,-0.015479876160990669,-0.013346564508156189,0.004407495432247721
2022-06-21,0.01808176100628911,0.0165331671609803,0.005391409836654981
2022-06-22,-0.037065637065636925,-0.033514044676488663,-0.03493710664551386
2022-06-23,0.038492381716118684,0.037735796137899236,0.05497803799011458
2022-06-24,0.016216216216216273,0.015724815724815766,0.006913598961282963
2022-06-27,-0.02203647416413379,-0.021286889211417526,-0.013877981313453969
2022-06-28,-0.03108003108003099,-0.030153188334157255,-0.021935531878322978
2022-06-29,0.000801924619085792,-0.0005096839699446631,-0.008708372791964236
2022-06-30,-0.06971153846153855,-0.06833253093663794,-0.015882237502592433
2022-07-01,0.030146425495262807,0.030103995621237,-0.026048344583330718
2022-07-05,0.056020066889632014,0.055419819341126386,-0.002033807162968748
2022-07-06,-0.005542359461599422,-0.007199415637143658,0.017737930459996054
2022-07-07,0.07722929936305722,0.0788540100838746,0.05301385782595247
2022-07-08,-0.003695491500369519,-0.002585240893066887,0.00432253805142957
2022-07-11,-0.060830860534124676,-0.06220542234709825,-0.04265931997233652
2022-07-12,-0.05608214849921023,-0.05829145728643215,-0.032379797399959664
2022-07-13,0.014225941422594035,0.019743916755603053,0.04596171112665948
2022-07-14,0.051980198019802026,0.04918879910053375,0.017704551206506824
2022-07-15,0.027450980392156765,0.02992523840026129,0.012951348571613508
2022-07-18,0.02061068702290081,0.017917675544794287,0.08211740098866205
2022-07-19,0.08526551982049368,0.08705994291151287,0.040191969336276
2022-07-20,0.008959338387319216,0.010940919037199182,-0.0067424108996145815
2022-07-21,-0.017076502732240484,-0.020346363636363662,-0.002888442186793294
2022-07-22,-0.028492008339124353,-0.02695532598123407,-0.019411076768147018
2022-07-25,-0.031473533619456484,-0.02997270663033602,-0.05517510012860127
2022-07-26,-0.04579025110782864,-0.045880241297741486,-0.005708687010369862
2022-07-27,0.09287925696594423,0.089303340986425,0.07960520303026519
2022-07-28,0.0474504249291785,0.04594585378622296,0.03983061626003215
2022-07-29,0.0027045300878973944,0.0012920327860479475,-0.0016462880596022078
2022-08-01,-0.04180714767363447,-0.037849419354838765,-0.0009725914075834341
2022-08-02,-0.0014074595355384467,0.0008046043448992624,-0.014415336672859325
2022-08-03,0.023960535588442466,0.02063605502947996,-0.005727596126488987
2022-08-04,-0.04817618719889882,-0.0450765864332604,-0.009434736536729993
2022-08-05,0.024584237165582,0.02245641613198912,0.029091011091496366
