date,bito,xbtf,btc
2021-11-17,0.012297173932569905,0.013058730955968656,0.003436857419424788
2021-11-18,-0.04083737505395135,-0.03784493597239913,-0.056749839897770826
2021-11-19,-0.0026947722259558216,-0.0024046547165123,0.02067785780169218
2021-11-22,-0.03566601111407797,-0.039256248648200764,-0.04156594059612895
2021-11-23,0.036985122919168445,0.03763446304004425,0.02273585574277992
2021-11-24,-0.008646285255135777,-0.010362745756036462,-0.0223843870251903
2021-11-26,-0.06132461328221894,-0.05963350889412755,-0.06468677054472005
2021-11-29,0.07636472347168177,0.07343691096332639,0.009748898117861726
2021-11-30,-0.012948475856487618,-0.011237914937759386,-0.013858989986937686
2021-12-01,-0.013938179830554898,-0.0159118729832467,0.00393650851520877
2021-12-02,0.005820371074258812,0.005685838764851514,-0.013140205791942527
2021-12-03,-0.06613397447963676,-0.06360420719449489,-0.05098586480928613
2021-12-06,-0.08380053360284856,-0.08490566037735847,0.024585895795209867
2021-12-07,0.03478267422810544,0.03340204123711343,0.0023221597930118687
2021-12-08,0.0037347960244382694,0.0069633481038178235,-0.0038518487569983995
2021-12-09,-0.06325584496124037,-0.06405916249344512,-0.05608726212701942
2021-12-10,0.017874909562228147,0.017020937420611393,-0.008995119079230118
2021-12-13,-0.03869921951219513,-0.039342193186049146,-0.06708517171427164
2021-12-14,0.025710454185062792,0.023185242765536573,-0.0026712534511315056
2021-12-15,0.030672823218997447,0.03833117241992423,0.049001519655911485
2021-12-16,-0.028479967999999967,-0.031205364699273153,-0.025181582897947252
2021-12-17,-0.03524374060461988,-0.03810528421052628,-0.030699007215902796
2021-12-20,0.016729258561650306,0.019916809365655652,0.003709543773703805
2021-12-21,0.03559432385512684,0.03347643920499732,0.04386356168311312
2021-12-22,0.008106355382619945,0.008056478405315648,-0.006295931437487079
2021-12-23,0.040205853972338446,0.04082555409079669,0.04433669194851375
2021-12-27,0.0037105442176870174,0.003562240323812471,-0.0033280706166936014
2021-12-28,-0.06839183821293415,-0.06862549928269579,-0.0602594256206187
2021-12-29,-0.011574107142857115,-0.00851156044886725,-0.024042278800869954
2021-12-30,-0.0026764805177811324,-0.005936619243542718,0.015791121253377005
2021-12-31,-0.03052663638130293,0.024274995150912915,-0.018476352907200178
2022-01-03,0.0017301384083046045,-0.05117445469798665,-0.018736877459247236
2022-01-04,0.009326355463683766,0.008178580540292746,-0.01206555501876394
2022-01-05,-0.0540725548963914,-0.05288311657787503,-0.05073406062571506
2022-01-06,-0.013024530138369461,-0.014792443409766931,-0.009366158998732721
2022-01-07,-0.0318915310890201,-0.030287320204296142,-0.03714070469723185
2022-01-10,-0.0037864823930329194,-0.0026653743639448724,-0.0021554853699445875
2022-01-11,0.02660589230733157,0.025996112730806598,0.021869109453110713
2022-01-12,0.02258426508700473,0.025100663035756643,0.028389418690356383
2022-01-13,-0.02389579927965968,-0.029960752368658916,-0.03088871448382191
2022-01-14,0.007789354888329214,0.01159717095706414,0.011930269352969036
2022-01-18,-0.03275668016194344,-0.03225044726930315,0.00296048287390005
2022-01-19,-0.003044139914606503,-0.005351544506165151,-0.01489782325578215
2022-01-20,0.02671751806421674,0.028857936631399683,-0.025486340391303153
2022-01-21,-0.10408921933085491,-0.10149752792964106,-0.10381165616877797
2022-01-24,-0.025726141078838194,-0.03042320186304759,0.010406744481684882
2022-01-25,-0.011073296422487222,-0.00982267340667553,0.008175727024051005
2022-01-26,0.0012920327860479475,0.0038577844073359735,-0.00275701686505081
2022-01-27,-0.040430150537634324,-0.04062583035959377,0.007763821253875758
2022-01-28,0.06544155380733097,0.06351922565037982,0.01739710212058232
2022-01-31,0.016407236011779514,0.019101507619128766,0.014914536091118258
2022-02-01,0.001655670529801423,0.0013199313273513091,0.006760065301349538
2022-02-02,-0.025619874974385448,-0.02604795676245719,-0.0462090294426194
2022-02-03,-0.031382527565733565,-0.034161684961245053,0.005456046146475657
2022-02-04,0.11908927320490381,0.11939459080717496,0.11697806608504169
2022-02-07,0.0888106842257701,0.0896344789593011,0.033665872033384
2022-02-08,0.003233920229967824,0.002987178308823557,0.006344852822243396
2022-02-09,0.011103151862464244,0.01191285168784173,0.00499454503522756
2022-02-10,-0.017357421183138544,-0.015621417958859851,-0.01744935921877111
2022-02-11,-0.03929343907714489,-0.04001835326586933,-0.026561982601447154
2022-02-14,-0.004502776735459624,-0.006947795546344171,0.009228086967501437
2022-02-15,0.047870258278542854,0.04776837037953263,0.046687697791310434
2022-02-16,-0.0014388130013960332,-0.00023030163481463362,-0.013759752216496501
2022-02-17,-0.07420745677233431,-0.0724781009893184,-0.07788223029408659
2022-02-18,-0.022957197550303565,-0.02490499900441967,-0.012507647378333542
2022-02-22,-0.052568695636451834,-0.05220267379679144,0.032656423718970595
2022-02-23,-0.007566203969474383,-0.0069855452180133115,-0.025843815606924503
2022-02-24,0.019059634940294945,0.021103977843722088,0.027778400354385502
2022-02-25,0.0195345810280374,0.018229967237415767,0.022998939789759643
2022-02-28,0.07541777107958558,0.07213489975708076,0.1454118392962398
2022-03-01,0.05307058578736101,0.054854319056934164,0.026888524575789052
2022-03-02,-0.007199459784036688,-0.006005476438230017,-0.009706302719318272
2022-03-03,-0.04242204496011592,-0.043635314622206156,-0.033519811421554024
2022-03-04,-0.06171900795153362,-0.05964082537737403,-0.07806935036546103
2022-03-07,-0.049233331346515974,-0.04967825223568867,-0.009316643872268715
2022-03-08,0.025042488329477308,0.022481095475682222,0.017740259970895567
2022-03-09,0.08985507246376812,0.09006627814569534,0.08378639716468972
2022-03-10,-0.055471086626139865,-0.05467800463290373,-0.060630954028268125
2022-03-11,-0.033789258496007335,-0.03239082095677004,-0.016291319641750235
2022-03-14,0.012489592006661221,0.013549495577829251,0.04800808376992438
2022-03-15,0.025904646381578855,0.02359100793756186,-0.008268101563773111
2022-03-16,0.028456872606938965,0.030729859941865723,0.04588714483280576
2022-03-17,-0.000389711613406174,-0.0014907080745341084,-0.004679931728936326
2022-03-18,0.03040935672514622,0.0288628770555579,0.020750884749219045
2022-03-21,-0.02194475974271659,-0.020797969567011854,-0.004117262624528273
2022-03-22,0.028239845261121665,0.02911822528435537,0.03118001416303451
2022-03-23,-0.0030097817908201208,-0.003815810406196607,0.01261009114112932
2022-03-24,0.042641471698113165,0.04329079948401815,0.024898646232950128
2022-03-25,0.011219761535278927,0.0109220220962436,0.008821397620475624
